,Age,Gender,Technology_Usage_Hours,Social_Media_Usage_Hours,Gaming_Hours,Screen_Time_Hours,Mental_Health_Status,Stress_Level,Sleep_Hours,Physical_Activity_Hours,Support_Systems_Access,Work_Environment_Impact,Online_Support_Usage
1457,52,Female,10.9,1.25,1.24,9.72,Good,Low,4.79,1.87,Yes,Neutral,No
1458,62,Other,10.48,0.95,3.14,1.98,Excellent,Low,8.94,4.22,No,Negative,No
1459,51,Male,11.33,2.21,2.64,12.6,Good,Low,7.49,5.24,No,Negative,No
1460,59,Other,7.3,0.86,3.43,10.87,Poor,High,5.59,2.17,Yes,Positive,No
1461,30,Female,3.79,1.33,2.0,5.99,Fair,High,4.02,3.71,Yes,Negative,Yes
1462,23,Male,10.37,1.9,3.27,3.92,Good,High,8.32,5.95,No,Neutral,Yes
1463,59,Female,2.2,7.42,3.14,4.55,Excellent,High,5.3,0.46,Yes,Positive,Yes
1464,45,Male,3.03,2.74,3.4,3.12,Excellent,Low,4.36,1.08,No,Negative,Yes
1465,50,Other,5.89,0.07,2.89,7.44,Excellent,Medium,6.87,2.42,Yes,Positive,Yes
1466,18,Male,2.46,4.29,3.22,7.84,Good,Low,7.07,9.78,No,Positive,No
1467,57,Other,8.32,5.28,3.37,9.92,Good,High,5.41,3.23,Yes,Negative,Yes
1468,62,Female,7.86,6.99,1.08,8.48,Fair,Medium,6.3,8.2,Yes,Positive,Yes
1469,56,Male,4.66,6.22,3.06,12.76,Excellent,Low,7.5,1.07,Yes,Positive,Yes
1470,59,Female,1.93,4.94,2.79,2.34,Excellent,Medium,5.17,9.84,No,Neutral,Yes
1471,40,Female,1.96,7.94,3.21,3.88,Fair,High,8.99,8.21,No,Positive,No
1472,42,Other,7.96,1.96,0.75,14.63,Fair,Medium,5.72,6.52,Yes,Negative,Yes
1473,18,Other,5.85,1.33,1.64,8.82,Good,Medium,5.44,5.75,No,Neutral,No
1474,32,Female,10.68,6.87,4.62,11.34,Poor,Low,8.42,2.45,Yes,Negative,No
1475,50,Other,8.78,7.74,2.51,11.72,Good,Low,8.89,8.53,Yes,Negative,Yes
1476,62,Male,11.18,0.62,1.66,1.64,Poor,High,4.56,1.85,Yes,Neutral,Yes
1477,50,Female,2.91,6.0,1.55,7.15,Poor,Medium,5.74,9.75,No,Positive,Yes
1478,61,Other,4.66,4.26,2.64,13.29,Good,High,7.12,8.09,Yes,Positive,Yes
1479,56,Female,6.35,4.31,1.13,10.59,Poor,High,6.89,7.07,Yes,Neutral,No
1480,56,Female,3.41,5.36,3.22,11.81,Fair,High,4.84,6.67,No,Negative,No
1481,36,Other,2.3,4.31,1.51,12.32,Excellent,High,7.02,7.05,Yes,Neutral,Yes
1482,27,Male,5.67,0.94,1.63,10.77,Excellent,Low,7.85,4.71,Yes,Negative,Yes
1483,38,Female,2.14,4.71,3.82,3.99,Poor,Medium,5.81,3.24,Yes,Negative,No
1484,59,Other,10.57,7.76,1.24,11.01,Poor,Low,5.72,3.44,Yes,Neutral,Yes
1485,64,Other,10.97,2.57,1.84,10.22,Good,Low,5.76,2.63,Yes,Positive,Yes
1486,45,Female,5.55,2.5,2.22,14.71,Poor,Medium,8.4,4.9,No,Positive,No
1487,62,Other,3.36,3.82,0.68,13.05,Good,Medium,8.02,0.07,Yes,Neutral,No
1488,39,Male,3.46,2.15,1.22,10.51,Fair,Medium,6.32,8.36,Yes,Neutral,Yes
1489,22,Male,8.41,3.41,1.18,4.78,Excellent,Low,7.83,3.35,Yes,Neutral,Yes
1490,57,Other,6.13,1.76,0.11,5.96,Fair,High,5.92,0.32,No,Neutral,No
1491,35,Female,4.69,6.66,3.19,6.29,Good,Low,6.86,2.86,No,Neutral,No
1492,24,Male,4.66,7.06,1.39,14.16,Poor,Medium,8.24,1.48,No,Positive,Yes
1493,63,Female,4.97,2.01,2.51,12.76,Fair,High,7.14,8.25,Yes,Positive,Yes
1494,46,Female,10.68,4.95,0.77,8.64,Good,Medium,8.37,2.62,Yes,Positive,Yes
1495,25,Female,3.89,0.09,2.47,14.39,Good,Medium,8.94,9.69,Yes,Negative,Yes
1496,64,Other,11.58,5.05,0.23,7.37,Fair,Low,6.22,1.26,Yes,Positive,No
1497,60,Other,9.34,3.97,3.42,4.73,Good,Medium,6.7,8.54,Yes,Neutral,No
1498,58,Other,5.63,3.78,0.43,13.81,Fair,Low,4.29,3.07,Yes,Negative,Yes
1499,53,Male,3.45,6.92,1.65,6.12,Excellent,Low,8.04,8.1,No,Neutral,No
1500,65,Male,4.04,7.14,4.54,3.4,Poor,High,5.76,7.43,Yes,Positive,Yes
1501,46,Other,5.84,1.09,4.97,3.53,Fair,Low,6.79,5.77,No,Negative,Yes
1502,32,Female,10.49,0.15,1.76,11.22,Poor,Medium,5.19,0.18,Yes,Positive,Yes
1503,44,Female,6.29,4.2,1.07,10.93,Good,High,4.8,9.64,No,Neutral,Yes
1504,24,Female,11.83,4.03,0.48,8.61,Fair,Medium,5.69,8.12,No,Negative,No
1505,43,Other,5.97,6.44,0.67,1.22,Poor,High,7.76,9.42,No,Neutral,Yes
1506,60,Male,8.05,7.63,1.3,4.65,Fair,Medium,8.48,4.3,No,Positive,Yes
1507,27,Male,9.4,2.34,4.8,7.32,Poor,Low,8.1,7.49,Yes,Neutral,Yes
1508,46,Female,9.35,5.96,4.52,10.58,Excellent,High,8.03,1.24,Yes,Negative,Yes
1509,36,Male,1.6,4.46,0.14,8.85,Fair,High,5.87,7.76,No,Neutral,No
1510,31,Female,4.97,2.09,4.93,11.76,Excellent,High,8.06,1.23,No,Neutral,No
1511,63,Male,9.09,7.69,1.81,6.92,Good,Low,8.95,0.89,No,Neutral,Yes
1512,35,Male,10.39,1.35,4.81,6.21,Fair,Low,4.88,2.12,Yes,Negative,Yes
1513,32,Female,8.63,5.35,4.98,3.57,Good,Low,6.04,2.36,No,Negative,No
1514,46,Other,11.63,2.38,0.37,12.24,Fair,Medium,5.34,4.21,No,Neutral,No
1515,61,Other,1.12,5.98,3.14,13.87,Poor,Low,5.99,7.39,No,Neutral,No
1516,65,Male,2.79,0.72,3.62,2.51,Good,Medium,4.04,1.23,No,Negative,Yes
1517,43,Female,5.04,4.54,1.17,1.31,Excellent,Medium,7.53,3.06,No,Neutral,Yes
1518,57,Female,7.67,5.82,4.81,9.19,Good,Medium,7.49,2.49,No,Neutral,Yes
1519,30,Male,6.34,7.13,0.54,3.78,Poor,Low,4.84,1.61,Yes,Neutral,Yes
1520,55,Other,1.92,5.61,1.92,11.61,Good,High,8.11,9.38,Yes,Neutral,No
1521,40,Female,8.18,0.06,2.57,13.97,Good,High,8.69,2.89,No,Positive,No
1522,43,Other,9.74,4.45,1.21,2.34,Excellent,High,4.41,9.68,No,Negative,No
1523,30,Male,2.44,4.79,4.74,10.15,Good,High,7.81,1.41,Yes,Neutral,No
1524,36,Female,3.89,1.57,0.47,14.45,Poor,Low,8.85,0.06,No,Positive,Yes
1525,65,Other,7.25,3.6,1.29,4.1,Poor,Medium,8.37,4.01,No,Positive,Yes
1526,46,Male,4.83,0.07,1.67,13.84,Fair,Medium,8.21,0.89,No,Neutral,No
1527,38,Male,3.96,0.59,3.98,6.3,Excellent,Low,4.89,8.36,Yes,Neutral,Yes
1528,33,Female,10.7,6.43,3.95,13.51,Good,Low,4.38,7.01,No,Neutral,Yes
1529,57,Other,8.26,2.37,1.75,3.65,Excellent,High,4.4,7.37,Yes,Neutral,No
1530,52,Other,6.63,0.78,0.84,6.49,Excellent,Low,7.65,2.88,No,Positive,Yes
1531,42,Male,1.16,5.63,2.04,1.91,Fair,Low,8.49,4.49,Yes,Neutral,No
1532,64,Other,10.18,0.13,2.17,14.26,Fair,High,6.62,8.15,No,Positive,No
1533,24,Other,6.78,3.79,4.87,10.37,Good,High,6.33,8.83,No,Negative,Yes
1534,51,Male,2.64,2.41,1.9,1.55,Good,Medium,6.09,6.09,No,Positive,Yes
1535,23,Other,7.04,6.56,2.26,10.07,Poor,High,7.43,2.94,Yes,Negative,No
1536,45,Male,7.34,5.79,3.65,14.38,Excellent,Low,5.06,0.71,No,Positive,No
1537,35,Female,7.37,0.99,4.03,14.92,Poor,Medium,5.85,1.59,Yes,Positive,No
1538,54,Other,6.78,0.51,0.1,11.26,Fair,Low,6.37,9.61,No,Neutral,Yes
1539,34,Female,1.32,0.81,3.93,12.09,Excellent,Medium,4.65,2.23,Yes,Positive,Yes
1540,33,Female,6.5,5.57,0.31,6.97,Good,Low,5.85,8.95,Yes,Positive,Yes
1541,63,Male,11.84,7.97,1.31,5.47,Fair,Low,4.45,2.19,Yes,Negative,Yes
1542,32,Female,4.83,2.79,3.17,7.7,Fair,Low,5.62,1.77,No,Neutral,Yes
1543,28,Other,8.48,4.83,3.73,2.72,Excellent,Medium,8.81,4.47,Yes,Negative,No
1544,60,Male,4.06,6.82,2.53,1.72,Fair,Low,4.73,0.5,Yes,Negative,No
1545,50,Female,10.52,4.52,2.85,11.13,Poor,High,4.31,1.19,No,Neutral,No
1546,49,Other,10.38,5.4,1.28,13.06,Fair,Low,4.74,5.81,No,Positive,No
1547,42,Other,5.5,7.64,1.92,6.53,Good,Medium,5.49,7.72,Yes,Negative,No
1548,61,Other,3.66,0.16,1.38,7.52,Poor,Low,8.15,5.38,Yes,Neutral,No
1549,21,Male,1.21,1.34,2.21,14.09,Good,Low,8.71,4.61,No,Negative,Yes
1550,51,Female,8.5,3.39,4.81,10.51,Fair,Low,5.31,2.43,No,Positive,Yes
1551,58,Female,6.87,3.75,1.84,9.89,Fair,High,5.52,1.12,No,Neutral,No
1552,24,Male,1.97,4.84,2.01,7.33,Poor,Low,8.4,8.79,Yes,Neutral,Yes
1553,52,Female,11.68,0.92,2.47,5.03,Excellent,Low,5.64,0.65,No,Positive,No
1554,52,Female,2.32,4.6,0.56,3.32,Excellent,High,5.78,8.76,No,Negative,Yes
1555,38,Female,5.85,4.62,1.63,4.21,Fair,Low,6.33,8.68,No,Positive,Yes
1556,27,Other,8.92,4.21,2.84,1.18,Poor,High,6.77,8.69,Yes,Positive,Yes
1557,49,Female,8.76,4.22,2.15,5.91,Poor,High,4.78,5.18,No,Negative,No
1558,61,Female,9.91,2.82,2.11,5.27,Good,Medium,4.54,7.09,No,Negative,No
1559,35,Other,7.01,0.59,1.08,2.45,Poor,Low,6.09,2.5,Yes,Negative,No
1560,35,Female,6.85,7.15,2.45,7.28,Excellent,High,6.92,2.12,No,Positive,Yes
1561,50,Male,7.45,2.24,0.43,2.22,Excellent,Medium,6.21,1.19,No,Negative,No
1562,20,Female,1.0,5.52,3.72,12.44,Good,High,4.28,1.66,Yes,Neutral,No
1563,53,Other,7.26,1.52,1.05,1.27,Excellent,High,7.35,4.08,Yes,Neutral,No
1564,35,Other,9.34,3.4,1.09,4.74,Fair,Low,6.35,1.49,Yes,Negative,No
1565,47,Other,2.51,7.05,0.74,13.21,Poor,High,8.88,1.38,No,Neutral,Yes
1566,51,Female,1.05,4.42,3.09,4.95,Excellent,Low,7.14,3.62,No,Positive,Yes
1567,36,Male,7.48,5.32,0.62,11.94,Excellent,Medium,7.76,8.41,No,Neutral,Yes
1568,51,Male,7.98,1.15,4.91,12.04,Excellent,Medium,9.0,0.95,Yes,Negative,No
1569,50,Male,3.52,0.07,2.46,5.26,Fair,Low,6.84,2.77,Yes,Positive,Yes
1570,18,Female,9.78,1.07,4.68,3.29,Poor,High,7.93,2.34,No,Positive,No
1571,49,Female,9.93,7.5,0.7,3.74,Excellent,High,4.02,7.64,No,Neutral,Yes
1572,45,Male,1.52,6.21,1.56,8.0,Excellent,Low,8.22,0.42,No,Neutral,Yes
1573,22,Male,9.21,5.04,0.2,6.57,Good,High,7.94,0.58,No,Negative,Yes
1574,49,Female,1.32,0.78,1.89,13.82,Fair,High,5.28,5.65,No,Neutral,No
1575,19,Other,7.64,6.15,2.37,11.94,Poor,Low,4.21,2.87,No,Positive,No
1576,18,Male,10.03,7.54,4.78,5.79,Good,Low,6.96,5.01,Yes,Negative,Yes
1577,28,Female,3.69,0.79,2.49,14.06,Excellent,High,6.03,6.49,No,Negative,Yes
1578,33,Female,2.73,0.17,2.41,6.88,Fair,Medium,5.76,2.32,No,Positive,Yes
1579,59,Other,3.36,3.66,1.72,12.63,Excellent,Low,4.55,8.67,No,Neutral,No
1580,57,Female,9.22,3.39,4.42,1.02,Fair,Medium,7.65,5.73,No,Neutral,No
1581,43,Female,2.2,1.36,4.77,1.49,Fair,High,7.12,9.89,No,Positive,Yes
1582,25,Female,8.37,5.81,4.72,6.26,Excellent,High,6.17,6.54,Yes,Neutral,No
1583,27,Male,6.45,7.34,3.34,7.88,Fair,Medium,7.46,5.49,Yes,Negative,Yes
1584,18,Other,9.19,3.23,2.59,14.77,Good,Medium,4.25,1.35,Yes,Negative,Yes
1585,54,Female,10.45,1.06,0.2,11.65,Good,High,7.77,0.81,No,Negative,No
1586,44,Female,2.31,6.74,4.18,1.69,Good,Low,7.35,1.41,No,Neutral,Yes
1587,35,Female,11.39,4.04,1.65,6.12,Excellent,Medium,4.26,2.94,Yes,Positive,No
1588,29,Female,3.86,6.91,4.7,7.45,Fair,Medium,7.66,8.05,No,Positive,Yes
1589,44,Male,4.29,3.14,4.01,3.55,Excellent,Low,8.7,4.32,No,Positive,Yes
1590,54,Male,6.84,0.94,4.42,12.46,Good,High,5.01,3.2,Yes,Positive,Yes
1591,49,Other,6.21,5.93,3.92,8.53,Fair,Low,7.72,6.8,Yes,Neutral,No
1592,20,Other,2.39,4.2,4.63,13.68,Good,High,8.52,9.13,No,Neutral,Yes
1593,22,Male,6.41,3.56,4.4,10.32,Fair,Low,7.43,2.09,No,Neutral,No
1594,65,Other,10.44,7.35,4.73,13.19,Good,Medium,6.83,1.02,Yes,Positive,No
1595,33,Male,4.22,2.0,4.71,14.81,Fair,Low,7.76,4.88,Yes,Positive,No
1596,21,Male,7.93,5.42,4.0,2.1,Fair,Low,4.79,4.07,Yes,Neutral,No
1597,26,Female,11.02,7.77,0.63,5.35,Good,Medium,6.36,3.72,No,Neutral,No
1598,54,Female,9.45,7.51,4.31,1.39,Poor,Medium,5.97,8.49,Yes,Positive,No
1599,50,Other,8.31,6.55,2.02,13.24,Excellent,Low,5.34,9.79,No,Neutral,No
1600,65,Other,2.8,0.49,1.54,5.52,Good,High,8.41,4.55,No,Neutral,Yes
1601,53,Female,1.22,6.56,1.65,3.5,Good,High,6.69,2.24,Yes,Positive,Yes
1602,45,Other,3.94,2.42,3.88,12.19,Excellent,Low,6.67,2.43,Yes,Negative,Yes
1603,56,Male,1.96,7.28,0.68,3.1,Fair,Low,5.13,8.9,Yes,Negative,Yes
1604,22,Other,5.94,3.2,0.7,5.16,Excellent,Low,8.1,0.75,No,Neutral,No
1605,18,Female,9.31,3.2,0.72,7.2,Fair,Low,8.52,2.82,Yes,Neutral,No
1606,54,Female,10.27,5.74,0.25,1.71,Fair,Low,6.82,0.96,No,Positive,No
1607,20,Female,9.25,0.46,0.8,11.99,Poor,Low,6.96,6.24,Yes,Positive,Yes
1608,21,Female,6.94,1.88,0.62,3.7,Poor,High,5.42,4.77,Yes,Positive,No
1609,22,Male,2.29,4.39,1.38,8.95,Good,Low,5.53,3.02,No,Positive,No
1610,38,Other,3.0,0.82,0.04,7.22,Excellent,Low,8.98,7.28,Yes,Positive,No
1611,39,Other,9.21,5.5,4.04,12.96,Fair,Medium,6.74,8.49,No,Negative,Yes
1612,21,Female,2.34,7.22,0.87,6.18,Fair,Medium,6.46,6.32,Yes,Negative,Yes
1613,38,Female,1.32,3.8,4.57,7.53,Good,Low,6.74,2.37,No,Positive,Yes
1614,55,Male,5.46,1.76,1.59,5.56,Fair,High,7.57,5.55,No,Positive,Yes
1615,58,Male,8.87,7.87,1.61,2.55,Good,Medium,4.64,7.37,Yes,Neutral,No
1616,62,Other,1.39,0.81,0.24,10.02,Poor,Low,5.75,3.82,No,Positive,No
1617,31,Male,10.61,4.12,2.3,9.33,Good,High,7.47,9.62,Yes,Positive,Yes
1618,45,Male,2.79,5.9,0.24,1.72,Good,Low,7.5,9.44,Yes,Positive,No
1619,33,Female,11.81,7.04,2.84,2.24,Fair,Low,6.74,0.26,No,Negative,No
1620,41,Male,2.41,2.58,0.5,12.78,Poor,Medium,7.18,2.61,No,Negative,Yes
1621,27,Other,4.05,3.66,0.92,6.63,Poor,High,6.52,3.24,Yes,Negative,Yes
1622,63,Other,2.08,3.79,0.95,11.66,Fair,High,4.48,1.37,No,Negative,Yes
1623,24,Female,4.82,4.83,3.4,13.07,Excellent,Medium,4.6,3.64,No,Negative,Yes
1624,54,Female,11.49,7.09,2.04,6.25,Fair,High,4.37,1.53,No,Positive,Yes
1625,53,Female,2.47,3.26,2.24,3.47,Fair,Medium,7.36,7.76,Yes,Neutral,Yes
1626,32,Male,4.66,2.72,3.29,11.04,Good,High,5.28,3.86,Yes,Negative,Yes
1627,19,Female,1.62,0.77,0.47,7.17,Fair,Low,8.58,7.6,No,Negative,No
1628,38,Other,10.43,1.19,4.76,6.82,Poor,Low,4.11,5.02,Yes,Negative,No
1629,23,Male,11.73,0.3,3.99,10.95,Good,Low,5.97,0.71,No,Neutral,Yes
1630,31,Male,10.22,6.81,0.98,14.8,Fair,High,4.84,9.4,Yes,Neutral,No
1631,24,Male,4.18,4.88,1.93,13.13,Excellent,High,4.61,9.02,No,Neutral,No
1632,64,Female,3.49,2.94,2.33,3.12,Good,Low,6.38,7.57,Yes,Positive,No
1633,24,Female,3.35,3.64,2.51,10.84,Excellent,Low,8.45,2.07,Yes,Positive,No
1634,33,Other,2.16,0.29,4.9,2.39,Good,Medium,4.79,7.1,No,Positive,No
1635,36,Female,6.74,3.93,0.2,13.83,Good,High,4.61,6.02,No,Negative,Yes
1636,25,Male,4.86,1.7,0.76,1.5,Fair,Medium,6.72,5.26,No,Negative,Yes
1637,21,Other,2.52,3.68,0.34,9.77,Good,High,5.19,9.49,Yes,Neutral,No
1638,43,Male,8.6,7.66,2.39,3.9,Good,Medium,4.23,9.32,No,Neutral,Yes
1639,62,Male,11.22,2.91,4.2,6.15,Excellent,High,4.08,0.96,No,Negative,No
1640,45,Male,4.47,6.54,2.2,14.79,Excellent,Medium,7.71,8.11,Yes,Negative,Yes
1641,33,Other,6.9,3.4,4.13,5.77,Fair,High,6.07,8.1,Yes,Negative,No
1642,33,Male,2.93,6.52,2.97,12.59,Poor,Low,5.59,5.87,Yes,Positive,Yes
1643,41,Female,4.08,4.34,4.56,1.49,Excellent,Medium,7.77,9.46,Yes,Positive,Yes
1644,40,Male,11.32,1.08,2.58,1.58,Good,High,5.57,5.35,Yes,Neutral,Yes
1645,47,Female,5.19,7.62,1.3,14.52,Fair,Low,8.64,9.81,Yes,Positive,No
1646,23,Male,4.63,1.15,0.34,9.12,Poor,High,8.39,0.05,Yes,Negative,Yes
1647,21,Female,5.03,5.01,2.52,5.88,Poor,Medium,4.49,5.12,No,Positive,No
1648,59,Male,5.85,7.54,1.4,11.51,Excellent,Low,4.05,3.94,Yes,Neutral,Yes
1649,57,Female,7.73,3.49,4.39,6.99,Good,High,8.01,0.93,No,Positive,No
1650,21,Other,9.36,6.97,3.57,2.43,Excellent,High,7.54,8.45,Yes,Negative,Yes
1651,36,Female,5.96,5.23,1.38,13.26,Good,Low,6.53,0.62,Yes,Negative,No
1652,36,Other,10.54,6.17,1.28,2.15,Good,High,8.74,5.84,No,Positive,No
1653,54,Other,7.88,1.07,2.56,8.78,Poor,High,4.88,1.75,Yes,Positive,Yes
1654,46,Other,8.05,2.89,2.46,6.12,Good,Medium,8.19,6.16,No,Negative,Yes
1655,61,Other,3.94,4.16,2.12,7.9,Poor,Medium,7.84,2.26,Yes,Negative,Yes
1656,42,Male,3.56,0.95,2.16,10.11,Poor,High,4.91,7.88,No,Negative,No
1657,50,Male,3.82,4.71,4.01,1.57,Poor,High,7.93,4.74,Yes,Negative,No
1658,31,Male,10.26,6.49,2.73,4.73,Poor,High,6.78,0.68,Yes,Positive,Yes
1659,40,Female,9.64,5.86,4.57,5.41,Poor,High,6.14,1.49,No,Positive,Yes
1660,49,Male,4.92,0.35,1.42,12.13,Fair,Low,7.37,9.85,No,Positive,Yes
1661,44,Other,5.42,0.18,4.19,12.88,Poor,Medium,5.17,3.93,Yes,Neutral,Yes
1662,25,Female,3.76,4.12,0.23,5.63,Poor,Low,5.22,6.6,No,Positive,Yes
1663,65,Female,4.68,3.08,3.45,13.74,Good,Low,8.5,0.45,No,Positive,No
1664,47,Other,4.67,1.99,3.47,14.04,Excellent,Low,5.86,0.74,Yes,Neutral,No
1665,58,Female,5.96,6.21,0.71,2.94,Poor,High,4.35,6.87,Yes,Neutral,No
1666,42,Male,6.66,7.36,1.39,6.47,Good,High,4.3,4.76,No,Negative,Yes
1667,42,Female,3.26,2.45,1.63,8.1,Poor,Low,8.84,0.14,No,Positive,No
1668,29,Other,1.76,2.59,4.69,14.93,Excellent,Low,6.8,8.19,Yes,Neutral,No
1669,63,Other,3.06,1.31,3.03,6.73,Fair,Low,8.25,0.03,Yes,Positive,Yes
1670,52,Male,10.11,4.96,3.89,5.12,Excellent,Medium,5.06,1.45,No,Negative,No
1671,34,Male,6.41,4.23,2.41,3.02,Excellent,Medium,7.16,5.8,No,Positive,No
1672,61,Male,8.01,0.87,1.13,1.76,Good,Low,4.76,0.25,No,Positive,Yes
1673,62,Male,11.0,7.26,4.06,2.47,Excellent,High,7.18,9.93,Yes,Neutral,No
1674,24,Other,4.18,6.26,3.91,11.77,Good,High,8.1,9.27,Yes,Positive,Yes
1675,57,Female,8.26,5.85,3.48,6.33,Excellent,Medium,8.45,9.68,No,Positive,Yes
1676,39,Male,3.97,7.22,0.93,5.47,Poor,High,7.58,6.77,No,Positive,Yes
1677,32,Other,11.73,1.09,1.14,6.84,Fair,Low,4.07,2.25,No,Neutral,No
1678,43,Female,2.63,2.04,4.33,14.64,Good,High,4.96,6.74,Yes,Positive,No
1679,38,Female,6.73,1.03,0.19,7.15,Fair,Medium,6.36,8.61,No,Positive,Yes
1680,51,Female,3.63,7.48,1.93,9.16,Poor,High,4.05,8.99,No,Positive,Yes
1681,19,Male,7.22,4.92,0.02,2.17,Fair,High,4.97,6.3,Yes,Positive,Yes
1682,34,Female,11.3,5.15,1.43,4.36,Poor,Medium,6.91,5.95,Yes,Neutral,Yes
1683,38,Other,5.5,1.49,4.19,1.07,Poor,Medium,7.11,8.7,No,Negative,No
1684,62,Male,2.14,3.4,2.14,5.36,Fair,Low,6.4,0.95,Yes,Negative,No
1685,38,Other,8.72,3.53,3.45,14.3,Poor,High,7.37,2.18,Yes,Positive,Yes
1686,64,Female,11.14,0.74,3.92,12.61,Poor,Medium,7.28,7.68,No,Negative,No
1687,58,Male,9.98,0.52,1.08,13.34,Excellent,Medium,5.66,9.33,Yes,Neutral,No
1688,40,Female,9.87,2.85,1.5,14.14,Poor,High,6.46,6.41,Yes,Positive,No
1689,32,Other,1.02,2.15,2.21,9.67,Excellent,High,4.55,6.87,No,Neutral,No
1690,56,Male,11.04,4.49,4.09,5.2,Good,High,4.72,4.31,Yes,Negative,Yes
1691,55,Other,6.11,6.69,1.15,14.11,Fair,High,7.1,6.54,No,Neutral,No
1692,51,Male,4.67,0.76,2.49,8.46,Poor,Low,4.76,2.62,No,Negative,No
1693,21,Female,10.04,7.73,4.29,13.34,Fair,Low,8.72,0.98,No,Positive,No
1694,31,Other,2.77,1.77,1.46,14.39,Fair,High,6.09,6.81,Yes,Neutral,Yes
1695,23,Male,1.23,1.56,3.03,6.37,Fair,High,8.84,5.85,No,Negative,Yes
1696,32,Male,3.56,3.87,0.05,10.76,Fair,Medium,7.24,4.49,Yes,Negative,Yes
1697,46,Other,8.58,0.65,3.87,11.25,Excellent,Low,4.16,9.96,No,Neutral,Yes
1698,64,Male,4.62,0.91,3.34,11.52,Good,High,8.52,3.24,Yes,Negative,No
1699,31,Female,10.96,5.77,0.48,8.83,Fair,Low,5.66,6.11,No,Positive,Yes
1700,20,Male,6.88,3.1,4.52,9.77,Excellent,High,5.32,0.92,Yes,Negative,Yes
1701,22,Other,8.39,4.02,1.62,5.79,Excellent,Low,8.27,5.06,No,Negative,No
1702,56,Male,6.87,6.3,0.65,11.02,Poor,Low,6.0,2.68,No,Positive,Yes
1703,20,Female,1.94,7.07,4.63,11.58,Fair,Medium,7.78,6.3,No,Positive,Yes
1704,53,Other,5.07,3.76,0.78,1.24,Poor,Low,5.87,1.59,No,Neutral,No
1705,55,Male,11.58,3.22,3.57,13.77,Poor,Medium,8.42,2.32,No,Positive,No
1706,47,Female,7.6,1.54,0.29,3.14,Poor,High,6.21,2.17,No,Negative,No
1707,62,Male,4.62,7.27,3.94,5.67,Poor,High,7.13,8.55,Yes,Positive,Yes
1708,34,Female,11.99,5.53,2.47,6.07,Good,High,8.78,1.42,Yes,Positive,No
1709,23,Female,8.04,2.63,3.42,5.21,Fair,High,8.32,4.69,Yes,Positive,No
1710,65,Other,1.11,4.66,2.23,4.64,Good,Medium,8.55,0.03,No,Neutral,Yes
1711,55,Other,11.85,7.92,2.54,7.56,Fair,Medium,8.93,3.86,No,Negative,No
1712,26,Other,10.32,7.21,4.16,13.37,Good,Medium,4.48,5.83,No,Positive,No
1713,54,Other,1.94,1.61,1.88,2.0,Excellent,Low,5.92,4.47,Yes,Neutral,Yes
1714,62,Other,3.08,6.67,0.32,2.55,Poor,High,6.98,1.72,No,Positive,No
1715,62,Other,7.37,6.76,0.79,10.45,Excellent,High,7.05,3.65,No,Positive,No
1716,34,Female,7.53,4.46,0.38,14.26,Excellent,Medium,5.42,5.61,No,Negative,Yes
1717,29,Male,3.19,3.53,1.25,4.8,Fair,High,8.19,7.86,No,Neutral,Yes
1718,59,Female,4.84,1.77,1.54,3.77,Excellent,Low,5.73,3.08,No,Positive,Yes
1719,51,Other,4.53,5.62,2.56,14.55,Fair,High,7.47,1.97,No,Neutral,No
1720,18,Female,6.43,5.8,4.57,11.1,Good,High,8.63,8.48,No,Neutral,No
1721,60,Other,7.58,7.59,1.99,9.94,Fair,Medium,8.72,0.66,Yes,Negative,No
1722,49,Male,11.78,7.57,1.49,3.18,Excellent,High,4.52,7.68,Yes,Negative,No
1723,24,Female,1.82,0.28,1.0,6.97,Good,High,6.24,2.34,Yes,Neutral,Yes
1724,24,Other,1.3,3.96,4.7,4.96,Excellent,High,6.5,1.81,No,Negative,No
1725,59,Male,1.59,3.78,2.04,1.66,Poor,Low,7.3,0.7,Yes,Neutral,No
1726,32,Male,8.6,2.89,0.59,12.55,Excellent,High,4.35,7.97,Yes,Positive,No
1727,32,Female,6.08,1.5,4.94,12.72,Poor,Medium,5.45,9.86,Yes,Neutral,No
1728,30,Male,10.46,5.66,1.23,4.74,Excellent,High,5.61,0.63,No,Neutral,No
1729,28,Male,4.47,2.32,2.98,3.05,Good,High,8.17,7.96,Yes,Neutral,Yes
1730,34,Female,6.37,6.03,4.74,14.54,Good,Medium,8.55,4.05,Yes,Negative,No
1731,22,Other,4.74,0.14,2.13,13.93,Excellent,Low,4.31,2.99,Yes,Neutral,No
1732,28,Other,9.81,1.22,0.22,4.4,Excellent,High,5.23,0.17,Yes,Positive,Yes
1733,42,Male,10.54,6.37,0.88,2.38,Excellent,High,4.68,3.67,No,Positive,Yes
1734,52,Female,1.25,3.5,1.77,12.08,Excellent,Low,5.14,7.06,Yes,Neutral,No
1735,38,Other,9.95,4.2,4.86,3.95,Excellent,Medium,8.65,3.96,Yes,Neutral,No
1736,49,Other,8.72,6.12,3.98,5.55,Excellent,Medium,4.08,0.4,No,Neutral,Yes
1737,23,Other,8.72,2.19,1.64,2.78,Fair,Low,4.04,7.87,No,Negative,Yes
